"id","equip_id","equip_type","equip_name","equip_field","guksa_name","up_down","link_equip_id","link_equip_type","link_equip_name","link_equip_field","link_guksa_name","link_name","cable_aroot","cable_broot"
290,하의기지국_통합형-0101-01_IP-20N-D-8G-(1/2/3/4/5/6),IP-20,하의기지국_통합형-0101-01_IP-20N-D-8G-(1/2/3/4/5/6),MW,하의R2,up,도초중_통합형-0106-01_IP-20C-11G-(1/2),IP-20,도초중_통합형-0106-01_IP-20C-11G-(1/2),MW,도초중,도초중-하의R2-MW-0001,"","
"
288,하의도_CDM-0102_CDM-SMR-8G-(1/P/2/3),CDM,하의도_CDM-0102_CDM-SMR-8G-(1/P/2/3),MW,하의R2,up,도초중_CDM-0104_CDM-SMR-8G-(1/P/2/3),CDM,도초중_CDM-0104_CDM-SMR-8G-(1/P/2/3),MW,도초중,도초중-하의R2-MW-000001,"","
"
289,하의도_CDM-0104_CDM-SMR-IP-8G-(1/2),CDM,하의도_CDM-0104_CDM-SMR-IP-8G-(1/2),MW,하의R2,up,도초중_CDM-0302_CDM-SMR-IP-8G-(1/2),CDM,도초중_CDM-0302_CDM-SMR-IP-8G-(1/2),MW,도초중,도초중-하의R2-MW-IP,"","
"
441,하태도_CDM-0101_CDM-SMR-6GL-(1/P/2),CDM,하태도_CDM-0101_CDM-SMR-6GL-(1/P/2),MW,하태R2,up,흑산도_CDM-0304_CDM-SMR-6GL-(1/P/2),CDM,흑산도_CDM-0304_CDM-SMR-6GL-(1/P/2),MW,흑산R1,흑산R1-하태R2-MW-000001,"","
"
443,하태도_CDM-0106_CDM-SMR-6GL-(1/P/2/3),CDM,하태도_CDM-0106_CDM-SMR-6GL-(1/P/2/3),MW,하태R2,up,흑산도_CDM-0305_CDM-SMR-6GL-(1/P/2/3),CDM,흑산도_CDM-0305_CDM-SMR-6GL-(1/P/2/3),MW,흑산R1,흑산R1-하태R2-MW-000021,"","
"
442,하태도_SMR9-0101_SMR9600-6GL-(P/1/2/3),SMR,하태도_SMR9-0101_SMR9600-6GL-(P/1/2/3),MW,하태R2,down,가거도_SMR9-0101_SMR9600-6GL-(P/1/2/3),SMR,가거도_SMR9-0101_SMR9600-6GL-(P/1/2/3),MW,가거R2,가거R2-하태R2-MW-000001,"","
"
444,하태도_통합형-0101-02_IP-20N-8G-(1/2/3/4/5),IP-20,하태도_통합형-0101-02_IP-20N-8G-(1/2/3/4/5),MW,하태R2,up,흑산도_톨합형-0311-01_IP-20N-8G-(1/2/3/4/5),IP-20,흑산도_톨합형-0311-01_IP-20N-8G-(1/2/3/4/5),MW,흑산R1,흑산R1-하태R2-G1-20N,"","
"
445,하태도_통합형-0302-01_IP-20N-8G-(1/2/3/4),IP-20,하태도_통합형-0302-01_IP-20N-8G-(1/2/3/4),MW,하태R2,down,가거도_통합형-0102-01_IP-20N-8G-(1/2/3/4),IP-20,가거도_통합형-0102-01_IP-20N-8G-(1/2/3/4),MW,가거R2,가거R2-하태R2-G1-20N,"","
"
446,하태도_통합형-0302-02_IP-20N-D-11G-(1/2),IP-20,하태도_통합형-0302-02_IP-20N-D-11G-(1/2),MW,하태R2,down,상태도_통합형-0101-01_IP-20N-D-11G-(1/2),IP-20,상태도_통합형-0101-01_IP-20N-D-11G-(1/2),MW,상태R1,상태R1-하태R2-MW-20N1H1,"","
"
345,함구미_HamGoo_Naro_f2_IP-20C-8G-(1/2),IP-20,함구미_HamGoo_Naro_f2_IP-20C-8G-(1/2),MW,함구R1,up,나로중_나로중 통합형-0307-02_IP-20C-8G-(1/2),IP-20,나로중_나로중 통합형-0307-02_IP-20C-8G-(1/2),MW,나로중,나로중-함구R1-MW-20C-1S,"","
"
347,함구미_Hamgoo_Naro_f4_IP-20C-8G-(1/2),IP-20,함구미_Hamgoo_Naro_f4_IP-20C-8G-(1/2),MW,함구R1,up,나로중_나로중 통합형-0307-02_IP-20C-8G-(1/2),IP-20,나로중_나로중 통합형-0307-02_IP-20C-8G-(1/2),MW,나로중,나로중-함구R1-MW-20C-2S,"","
"
342,함구미_Hamgume-Narodo-8540_CTR-8540-8G-(1/2/3/4),CTR,함구미_Hamgume-Narodo-8540_CTR-8540-8G-(1/2/3/4),MW,함구R1,up,나로중_Narodo-Hamgime-8540_CTR-8540-8G-(1/2/3/4),CTR,나로중_Narodo-Hamgime-8540_CTR-8540-8G-(1/2/3/4),MW,나로중,나로중-함구R1-MW-SOIBK1,"","
"
340,함구미_Hamgumee_Yeondo_ECLIPSE-INUe-11G-(1///P1),ECLIPSE,함구미_Hamgumee_Yeondo_ECLIPSE-INUe-11G-(1///P1),MW,함구R1,down,연도(여수)_Yeondo_Hamgumee_ECLIPSE-INUe-11G-(1///P1),ECLIPSE,연도(여수)_Yeondo_Hamgumee_ECLIPSE-INUe-11G-(1///P1),MW,연도R1,연도R1-함구R1-MW-SOI001,"","
"
346,함구미_Hamgumee-Hwatae_IP-20N-11G-(1/2/3/4),IP-20,함구미_Hamgumee-Hwatae_IP-20N-11G-(1/2/3/4),MW,함구R1,up,화태_Hwatae-Hamgumee-V-STM_IP-20N-11G-(1/2/3/4),IP-20,화태_Hwatae-Hamgumee-V-STM_IP-20N-11G-(1/2/3/4),MW,화태R2,함구R1-화태R2-MW-20N,"","
"
343,함구미_Hamgumee-Hwatae-V-STM_IP-20N-11G-(1/2/3/4),IP-20,함구미_Hamgumee-Hwatae-V-STM_IP-20N-11G-(1/2/3/4),MW,함구R1,up,화태_Hwatae-Hamgumee_IP-20N-11G-(1/2/3/4),IP-20,화태_Hwatae-Hamgumee_IP-20N-11G-(1/2/3/4),MW,화태R2,함구R1-화태R2-MW-20N,"","
"
348,함구미_Hamgumee-Yendo_IP-20N-8G-(1/2/3/4),IP-20,함구미_Hamgumee-Yendo_IP-20N-8G-(1/2/3/4),MW,함구R1,down,연도(여수)_Yundo-Hamgumi-20N-D-HP_IP-20N-D-8G-(1/2///3/4),IP-20,연도(여수)_Yundo-Hamgumi-20N-D-HP_IP-20N-D-8G-(1/2///3/4),MW,연도R1,연도R1-함구R1-MW-M/W20N,"","
"
344,함구미_Hamgumi-Yundo-20N-D-HP_IP-20N-D-8G-(1/2///3/4),IP-20,함구미_Hamgumi-Yundo-20N-D-HP_IP-20N-D-8G-(1/2///3/4),MW,함구R1,down,연도(여수)_Yendo-Hamgumee_IP-20N-8G-(1/2/3/4),IP-20,연도(여수)_Yendo-Hamgumee_IP-20N-8G-(1/2/3/4),MW,연도R1,연도R1-함구R1-MW-20N,"","
"
341,함구미_Hamgumi1_CDM-SMR-6GL-(/2//4),CDM,함구미_Hamgumi1_CDM-SMR-6GL-(/2//4),MW,함구R1,up,마래중_마래중 CDM-0303_CDM-SMR-6GL-(/4//3),CDM,마래중_마래중 CDM-0303_CDM-SMR-6GL-(/4//3),MW,마래중,마래중-함구R1-MW-SOIAK1,"","
"
349,함구미_함구미-화태 IP-20N-D_IP-20N-D-11G-(1/2),IP-20,함구미_함구미-화태 IP-20N-D_IP-20N-D-11G-(1/2),MW,함구R1,up,화태_화태-함구미 IP-20N-D_IP-20N-D-11G-(1/2),IP-20,화태_화태-함구미 IP-20N-D_IP-20N-D-11G-(1/2),MW,화태R2,함구R1-화태R2-MW-20NDH,"","
"
151,해남-MSPP-L-0803-01-01,MSPP,해남-MSPP-L-0803-01-01,전송,해남,down,송지R1-MSPP-L-0814-02-02_해남10R-L02,MSPP,송지R1-MSPP-L-0814-02-02_해남10R-L02,전송,송지R1,해남-송지R1-10-L001,"해남-화산R3-FO-0004(51,52)|현산R1-화산R3-FO-0001(31,32)|가차R1-현산R1-FO-0002(25,26)|가차R1-송지R1-FO-0002(25,26)","해남-충리R1-FO-0003(003,004)|북일R1-충리R1-FO-0003(025,026)|북일R1-북평R1-FO-0005(001,002)|북평R1-영전R1-FO-0003(019,020)|영전R1-통호R1-FO-0002(005,006)|송호R2-통호R1-FO-0003(005,006)|송지R1-송호R2-FO-0003(021,022)"""
136,해남-MSPP-L-0806-02-02,MSPP,해남-MSPP-L-0806-02-02,전송,해남,down,노화R1-MSPP-L-1111-01-01_도서WDM종속,MSPP,노화R1-MSPP-L-1111-01-01_도서WDM종속,전송,노화R1,해남-노화R1-D3-L001,"완도-해남-FO-D004(19,20)|완도-북평R1-FO-0002(33,34)|북평R1-북평R1-SF-0743(37,38)|노화R2-노화한전지상_1통신실-SF-0190(1,2)|노화R2-보길R1-FO-0001(41,42)|노화R2-보길R1-FO-0001(4)|노화R1-노화R2-FO-0003(1,2)","완도-해남-FO-D003(015,016)|완도-완도-SF-0003(003,004)|소안R1-JNWD소안미라KTF-SF-0222(031)|소안R1-JNWD소안한전-SF-0225(003,004)|보길R1-JNWD한전보길-SF-0194(001,002)"""
150,해남-MSPP-L-0807-01-01-#7_LTE용,MSPP,해남-MSPP-L-0807-01-01-#7_LTE용,전송,해남,down,송지R1-MSPP-L-0814-02-02_해남10R-L02,MSPP,송지R1-MSPP-L-0814-02-02_해남10R-L02,전송,송지R1,해남-송지R1-10R-L003,"해남-화산R3-FO-0004(43,44)|현산R1-화산R3-FO-0004(7,8)|가차R1-현산R1-FO-0002(19,20)|가차R1-송지R1-FO-0002(19,20)","해남-충리R1-FO-0004(019,020)|북일R1-충리R1-FO-0002(005,006)|북일R1-북평R1-FO-0004(015,016)|북평R1-영전R1-FO-0003(029,030)|영전R1-통호R1-FO-0002(021,022)|송호R2-통호R1-FO-0003(019,020)|송지R1-송호R2-FO-0003(017,018)"""
392,해도_Haedo-Donggang_CTR-8312-11G-(1/2),CTR,해도_Haedo-Donggang_CTR-8312-11G-(1/2),MW,해도R1,up,동강_Donggang-Haedo_CTR-8312-11G-(1/2),CTR,동강_Donggang-Haedo_CTR-8312-11G-(1/2),MW,동강R1,동강R1-해도R1-MW-CTR,"","
"
254,홍도_CDM-0104_CDM-SMR-6GL-(1/P/2/3),CDM,홍도_CDM-0104_CDM-SMR-6GL-(1/P/2/3),MW,홍도R2,up,흑산도_CDM-0303_CDM-SMR-6GL-(1/P/2/3),CDM,흑산도_CDM-0303_CDM-SMR-6GL-(1/P/2/3),MW,흑산R1,홍도R2-흑산R1-MW-000001,"","
"
255,홍도_통합형-0105-01_IP-20N-8G-(1/2/3/4),IP-20,홍도_통합형-0105-01_IP-20N-8G-(1/2/3/4),MW,홍도R2,up,흑산도_톨합형-0312-01_IP-20N-8G-(1/2/3/4),IP-20,흑산도_톨합형-0312-01_IP-20N-8G-(1/2/3/4),MW,흑산R1,홍도R2-흑산R1-G1-20N,"","
"
256,홍도_통합형-0105-02_IP-20N-D-8G-(1/2),IP-20,홍도_통합형-0105-02_IP-20N-D-8G-(1/2),MW,홍도R2,up,흑산도_통합형-0312-04_IP-20N-D-8G-(1/2),IP-20,흑산도_통합형-0312-04_IP-20N-D-8G-(1/2),MW,흑산R1,홍도R2-흑산R1-MW-20N2H1,"","
"
152,홍도R1-MSPP-0202-07-07_홍도1010,MSPP,홍도R1-MSPP-0202-07-07_홍도1010,전송,홍도R1,up,흑산R1-MSPP-0602-02-02_흑산1010,MSPP,흑산R1-MSPP-0602-02-02_흑산1010,전송,흑산R1,홍도R1-흑산R1-S1-0001,"홍도R1-홍도R1-SF-294A(5,6)","홍도R1-홍도R1-SF-294A(009,010)"""
160,홍도R1-MSPP-0202-07-07_홍도1010,MSPP,홍도R1-MSPP-0202-07-07_홍도1010,전송,홍도R1,up,흑산R1-MSPP-0602-03-03_흑산1010,MSPP,흑산R1-MSPP-0602-03-03_흑산1010,전송,흑산R1,홍도R1-흑산R1-S1-0002,"","
"
376,횡간도(여수)_Hyengsan-Hwate_CTR-8312-11G-(1/2),CTR,횡간도(여수)_Hyengsan-Hwate_CTR-8312-11G-(1/2),MW,횡간R2,up,화태_Hwatae-Hyengan_CTR-8312-11G-(1/2),CTR,화태_Hwatae-Hyengan_CTR-8312-11G-(1/2),MW,화태R2,화태R2-횡간R2-MW-CTR,"","
"
520,흑산R1-MSPP-0602-02-02_흑산1010,MSPP,흑산R1-MSPP-0602-02-02_흑산1010,전송,흑산R1,down,JNSAM0918_양을산-곤촌R1-BAGW2005,AGW,양을산-곤촌R1-BAGW2005,교환,곤촌R1,흑산R1-곤촌R1-FO-0001,"","
"
521,흑산R1-MSPP-0602-02-02_흑산1010,MSPP,흑산R1-MSPP-0602-02-02_흑산1010,전송,흑산R1,down,JNSAM0919_양을산-곤촌R1-BAGW2006,AGW,양을산-곤촌R1-BAGW2006,교환,곤촌R1,흑산R1-곤촌R1-FO-0001,"","
"
191,흑산R1-MSPP-0602-02-02_흑산1010,MSPP,흑산R1-MSPP-0602-02-02_흑산1010,전송,흑산R1,down,양을산-곤촌R1-BAGW2005,#N/A,양을산-곤촌R1-BAGW2005,교환,곤촌R1,흑산R1-곤촌R1-FO-0001,"","
"
192,흑산R1-MSPP-0602-02-02_흑산1010,MSPP,흑산R1-MSPP-0602-02-02_흑산1010,전송,흑산R1,down,양을산-곤촌R1-BAGW2006,#N/A,양을산-곤촌R1-BAGW2006,교환,곤촌R1,흑산R1-곤촌R1-FO-0001,"","
"
168,흑산R1-MSPP-0602-03-03_흑산1010,MSPP,흑산R1-MSPP-0602-03-03_흑산1010,전송,흑산R1,down,하태R2-MSPP-0103-09-01_흑산10-4-P3,MSPP,하태R2-MSPP-0103-09-01_흑산10-4-P3,전송,하태R2,흑산R1-하태R2-S1-LTE1,"","
"
258,흑산도_CDM-0301_CDM-SMR-6GL-(1/P/2/3),CDM,흑산도_CDM-0301_CDM-SMR-6GL-(1/P/2/3),MW,흑산R1,up,도초중_CDM-0105_CDM-SMR-6GL-(1/P/2/3),CDM,도초중_CDM-0105_CDM-SMR-6GL-(1/P/2/3),MW,도초중,도초중-흑산R1-MW-000021,"","
"
259,흑산도_CDM-0302_CDM-SMR-6GU-(1/P/2),CDM,흑산도_CDM-0302_CDM-SMR-6GU-(1/P/2),MW,흑산R1,up,도초중_CDM-0106_CDM-SMR-6GU-(1/P/2),CDM,도초중_CDM-0106_CDM-SMR-6GU-(1/P/2),MW,도초중,도초중-흑산R1-MW-000031,"","
"
260,흑산도_CDM-0303_CDM-SMR-6GL-(1/P/2/3),CDM,흑산도_CDM-0303_CDM-SMR-6GL-(1/P/2/3),MW,흑산R1,down,홍도_CDM-0104_CDM-SMR-6GL-(1/P/2/3),CDM,홍도_CDM-0104_CDM-SMR-6GL-(1/P/2/3),MW,홍도R2,홍도R2-흑산R1-MW-000001,"","
"
261,흑산도_CDM-0304_CDM-SMR-6GL-(1/P/2),CDM,흑산도_CDM-0304_CDM-SMR-6GL-(1/P/2),MW,흑산R1,down,하태도_CDM-0101_CDM-SMR-6GL-(1/P/2),CDM,하태도_CDM-0101_CDM-SMR-6GL-(1/P/2),MW,하태R2,흑산R1-하태R2-MW-000001,"","
"
263,흑산도_CDM-0305_CDM-SMR-6GL-(1/P/2/3),CDM,흑산도_CDM-0305_CDM-SMR-6GL-(1/P/2/3),MW,흑산R1,down,하태도_CDM-0106_CDM-SMR-6GL-(1/P/2/3),CDM,하태도_CDM-0106_CDM-SMR-6GL-(1/P/2/3),MW,하태R2,흑산R1-하태R2-MW-000021,"","
"
262,흑산도_MDM-0312-01_CTR-8540-8G-(//1/2/3/4),CTR,흑산도_MDM-0312-01_CTR-8540-8G-(//1/2/3/4),MW,흑산R1,down,만재도_MDM-0101-01_CTR-8540-8G-(//1/2/3/4),CTR,만재도_MDM-0101-01_CTR-8540-8G-(//1/2/3/4),MW,만재R1,흑산R1-만재R1-MW-000001,"","
"
268,흑산도_MDM-0312-01_CTR-8540-8G-(//1/2/3/4),CTR,흑산도_MDM-0312-01_CTR-8540-8G-(//1/2/3/4),MW,흑산R1,down,만재도_MDM-0101-01_CTR-8540-8G-(//1/2/3/4),CTR,만재도_MDM-0101-01_CTR-8540-8G-(//1/2/3/4),MW,만재R1,흑산R1-만재R1-MW-L1LA,"","
"
257,흑산도_SMR9-0204_SMR9600-6GU-(P/1/2/3/4),SMR,흑산도_SMR9-0204_SMR9600-6GU-(P/1/2/3/4),MW,흑산R1,up,도초중_SMR-0203_SMR9600-6GU-(P/1/2/3/4),SMR,도초중_SMR-0203_SMR9600-6GU-(P/1/2/3/4),MW,도초중,도초중-흑산R1-MW-00000P,"","
"
264,흑산도_톨합형-0301-01_IP-20N-8G-(1/2/3/4),IP-20,흑산도_톨합형-0301-01_IP-20N-8G-(1/2/3/4),MW,흑산R1,up,도초중_통합형-0110-01_IP-20N-8G-(1/2/3/4),IP-20,도초중_통합형-0110-01_IP-20N-8G-(1/2/3/4),MW,도초중,도초중-흑산R1-G1-20N,"","
"
269,흑산도_톨합형-0301-02_IP-20N-D-8G-(1/2),IP-20,흑산도_톨합형-0301-02_IP-20N-D-8G-(1/2),MW,흑산R1,up,도초중_통합형-0110-02_IP-20N-D-8G-(1/2),IP-20,도초중_통합형-0110-02_IP-20N-D-8G-(1/2),MW,도초중,도초중-흑산R1-MW-20N,"","
"
265,흑산도_톨합형-0310-01_IP-20N-11G-(1/2/3),IP-20,흑산도_톨합형-0310-01_IP-20N-11G-(1/2/3),MW,흑산R1,down,다물도_통합형-0102-01_IP-20N-8G-(1/2/3),IP-20,다물도_통합형-0102-01_IP-20N-8G-(1/2/3),MW,다물R1,다물R1-흑산R1-G1-20N1V1,"","
"
266,흑산도_톨합형-0311-01_IP-20N-8G-(1/2/3/4/5),IP-20,흑산도_톨합형-0311-01_IP-20N-8G-(1/2/3/4/5),MW,흑산R1,down,하태도_통합형-0101-02_IP-20N-8G-(1/2/3/4/5),IP-20,하태도_통합형-0101-02_IP-20N-8G-(1/2/3/4/5),MW,하태R2,흑산R1-하태R2-G1-20N,"","
"
267,흑산도_톨합형-0312-01_IP-20N-8G-(1/2/3/4),IP-20,흑산도_톨합형-0312-01_IP-20N-8G-(1/2/3/4),MW,흑산R1,down,홍도_통합형-0105-01_IP-20N-8G-(1/2/3/4),IP-20,홍도_통합형-0105-01_IP-20N-8G-(1/2/3/4),MW,홍도R2,홍도R2-흑산R1-G1-20N,"","
"
275,흑산도_통합형-0101-01_IP-20N-6GL-(1/2/3/4),IP-20,흑산도_통합형-0101-01_IP-20N-6GL-(1/2/3/4),MW,흑산R1,up,진도중_통합형-0303-01_IP-20N-6GL-(1/2/3/4),IP-20,진도중_통합형-0303-01_IP-20N-6GL-(1/2/3/4),MW,진도중,흑산R1-진도중-MW-20N3C1,"","
"
273,흑산도_통합형-0301-03_IP-20N-6GL-(1/2/3/4),IP-20,흑산도_통합형-0301-03_IP-20N-6GL-(1/2/3/4),MW,흑산R1,up,진도중_통합형-0304-01_IP-20N-6GL-(1/2/3/4),IP-20,진도중_통합형-0304-01_IP-20N-6GL-(1/2/3/4),MW,진도중,흑산R1-진도중-MW-20N1H1,"","
"
270,흑산도_통합형-0310-02_IP-20F-11G-(1/2),IP-20,흑산도_통합형-0310-02_IP-20F-11G-(1/2),MW,흑산R1,down,영산도_통합형-0101-02_IP-20F-11G-(1/2),IP-20,영산도_통합형-0101-02_IP-20F-11G-(1/2),MW,영산R1,흑산R1-영산R1-MW-20F1H1,"","
"
271,흑산도_통합형-0312-02_IP-20N-D-4G -(1/2/3/4),IP-20,흑산도_통합형-0312-02_IP-20N-D-4G -(1/2/3/4),MW,흑산R1,up,진도중_통합형-0403-03_IP-20N-D-4G -(1/2/3/4),IP-20,진도중_통합형-0403-03_IP-20N-D-4G -(1/2/3/4),MW,진도중,흑산R1-진도중-10-MRMC01,"","
"
272,흑산도_통합형-0312-03_IP-20N-D-11G-(1/2),IP-20,흑산도_통합형-0312-03_IP-20N-D-11G-(1/2),MW,흑산R1,down,다물도_통합형-0102-03_IP-20N-D-11G-(1/2),IP-20,다물도_통합형-0102-03_IP-20N-D-11G-(1/2),MW,다물R1,다물R1-흑산R1-MW-20N2H1,"","
"
274,흑산도_통합형-0312-04_IP-20N-D-8G-(1/2),IP-20,흑산도_통합형-0312-04_IP-20N-D-8G-(1/2),MW,흑산R1,down,홍도_통합형-0105-02_IP-20N-D-8G-(1/2),IP-20,홍도_통합형-0105-02_IP-20N-D-8G-(1/2),MW,홍도R2,홍도R2-흑산R1-MW-20N2H1,"","
"
